"Entity","Year","Code","AV_center","AV_left","AV_right","Bioenergy (% electricity)","Coal (% electricity)","Gas (% electricity)","gdp_2021_milUSD","gdp_percapita_USD","gov_cent1","gov_left1","gov_party","gov_right1","HDI_2021","Hydro (% electricity)","land_area_sqkm","latitude","longitude","Low-carbon electricity (% electricity)","Nuclear (% electricity)","Oil (% electricity)","Other renewables excluding bioenergy (% electricity)","PolAV","population","Renewables (% electricity)","Solar (% electricity)","Wind (% electricity)","Annual CO₂ emissions","Greenhouse gas (GHG) emission intensity"
"Croatia",2005,"HRV",54.01,22.66,13.94,0.07656968,17.840734,13.935681,NA,NA,86.67,0,"1,00",6.67,NA,53.905052,NA,NA,NA,54.05819,0,14.16539,0,"",NA,54.05819,0,0.07656968,23343922,294
"Croatia",2006,"HRV",54.01,22.66,13.94,0.07739938,17.41486,15.944272,NA,NA,92.6,0,"1,00",0.73,NA,51.238388,NA,NA,NA,51.47059,0,15.170279,0,"",NA,51.47059,0,0.15479876,23549946,304
"Croatia",2007,"HRV",54.01,22.66,13.94,0.079744816,19.298246,24.481659,NA,NA,93.33,0,"1,00",0,NA,37.48006,NA,NA,NA,37.79904,0,18.421053,0,"",NA,37.79904,0,0.23923445,24862862,389
"Croatia",2008,"HRV",54.01,22.66,13.94,0.15649453,19.483568,19.248827,NA,NA,86.5,0,"1,00",5.39,NA,45.226917,NA,NA,NA,45.6964,0,15.571205,0,"",NA,45.6964,0,0.31298906,23594994,336
"Croatia",2009,"HRV",54.01,22.66,13.94,0.14981273,12.35955,16.554306,NA,NA,78.87,0,"1,00",5.28,NA,55.505615,NA,NA,NA,56.02996,0,15.056179,0,"",NA,56.02996,0,0.37453184,21804454,263
"Croatia",2010,"HRV",54.01,22.66,13.94,0.20283976,16.091955,17.241379,NA,NA,81.75,0,"1,00",5.16,NA,61.7309,NA,NA,NA,62.880325,0,3.7863421,0,"",NA,62.880325,0,0.94658554,21016284,209
"Croatia",2011,"HRV",54.01,22.66,13.94,0.445236,22.974176,23.330366,NA,NA,82.13,1.68,"2,00",0.56,NA,44.790745,NA,NA,NA,47.016922,0,6.6785398,0,"",NA,47.016922,0,1.780944,20649618,295
"Croatia",2012,"HRV",54.01,22.66,13.94,0.84985834,21.152029,23.701605,NA,NA,0,68.18,"4,00",22.73,NA,45.703495,NA,NA,NA,49.6695,0,5.476865,0,"",NA,49.6695,0,3.1161473,19087402,280
"Croatia",2013,"HRV",54.01,22.66,13.94,0.93189967,17.34767,14.480287,NA,NA,0,67.42,"4,00",23.27,NA,61.792114,NA,NA,NA,66.5233,0,1.6487455,0,"",NA,66.5233,0.07168459,3.7275987,18432192,197
"Croatia",2014,"HRV",54.01,22.66,13.94,1.1904762,17.633928,7.4404764,NA,NA,0,64.1,"4,00",23.81,NA,67.0387,NA,NA,NA,73.95833,0,0.9672619,0,"",NA,73.95833,0.29761904,5.4315476,17681566,168
"Croatia",2015,"HRV",54.01,22.66,13.94,2.4,20.533333,10.666667,NA,NA,0,61.9,"4,00",20.52,NA,56.8,NA,NA,NA,66.844444,0,1.9555556,0,"",NA,66.844444,0.53333336,7.111111,17824706,202
"Croatia",2016,"HRV",54.01,22.66,13.94,3.40729,20.602219,12.59905,NA,NA,52.11,3.55,"2,00",21.04,NA,54.278923,NA,NA,NA,66.24405,0,0.5546751,0,"",NA,66.24405,0.5546751,8.00317,18109014,204
"Croatia",2017,"HRV",54.01,22.66,13.94,4.4953346,11.620017,26.20865,NA,NA,77.42,0,"1,00",10.98,NA,45.03817,NA,NA,NA,60.39016,0,1.7811705,0,"",NA,60.39016,0.6785411,10.178118,18743996,188
"Croatia",2018,"HRV",54.01,22.66,13.94,4.944649,10.701107,16.605165,NA,NA,85.71,0,"1,00",4.76,NA,56.82657,NA,NA,NA,72.177124,0,0.51660514,0,"",NA,72.177124,0.51660514,9.889298,17724152,130
"Croatia",2019,"HRV",54.01,22.66,13.94,6.951027,12.954186,20.774092,NA,NA,85.71,0,"1,00",4.76,NA,46.050552,NA,NA,NA,65.95577,0,0.31595576,0.7109005,"",NA,65.95577,0.6319115,11.611375,17857446,163
"Croatia",2020,"HRV",54.01,22.66,13.94,7.401813,9.214501,25.981874,NA,NA,87.12,0,"1,00",5.11,NA,42.749245,NA,NA,NA,64.57704,0,0.2265861,0.6797583,"",NA,64.57704,0.75528705,12.990937,16870528,155
"Croatia",2021,"HRV",54.01,22.66,13.94,7.275132,9.656085,20.502645,68955.08,17685.3,NA,NA,"",NA,858,47.156086,55896,45.1,15.2,69.64286,0,0.1984127,0.5952381,"2,05",3862305,69.64286,0.9920636,13.624339,17701450,138
"Croatia",2022,"HRV",54.01,22.66,13.94,8.215298,10.906516,25.708216,NA,NA,NA,NA,"",NA,NA,37.88952,NA,NA,NA,63.314445,0,0.07082153,0.07082153,"",NA,63.314445,1.062323,16.076487,NA,NA
"Cyprus",1990,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",0,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,4653217,852
"Cyprus",1991,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",0,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,5142773,840
"Cyprus",1992,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",0,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,5517491,839
"Cyprus",1993,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",70.78,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,5760916,839
"Cyprus",1994,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",83.33,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,6002476,844
"Cyprus",1995,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",89,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,5874107,834
"Cyprus",1996,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",91.67,NA,0,NA,NA,NA,0,0,100.00001,0,"",NA,0,0,0,6224288,845
"Cyprus",1997,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",91.67,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,6312090,854
"Cyprus",1998,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,14.02,"2,00",84.66,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,6609144,856
"Cyprus",1999,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0.18,"2,00",99.82,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,6875935,869
"Cyprus",2000,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",100,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,7122416,849
"Cyprus",2001,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",100,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,6996583,786
"Cyprus",2002,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,0,"1,00",100,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,7185924,766
"Cyprus",2003,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,42.05,"3,00",43.93,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,7576801,773
"Cyprus",2004,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,50,"3,00",28.12,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,7803428,782
"Cyprus",2005,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,42.37,"3,00",25,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,7957711,800
"Cyprus",2006,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,41.67,"3,00",42.78,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,8185407.5,793
"Cyprus",2007,"CYP",0,14.74,55.44,0,0,0,NA,NA,0,30.09,"3,00",36.58,NA,0,NA,NA,NA,0,0,100,0,"",NA,0,0,0,8504782,795
"Cyprus",2008,"CYP",0,14.74,55.44,0.19723865,0,0,NA,NA,0,51.62,"3,00",29.03,NA,0,NA,NA,NA,0.19723865,0,99.80276,0,"",NA,0.19723865,0,0,8717247,793
"Cyprus",2009,"CYP",0,14.74,55.44,0.57581574,0,0,NA,NA,0,58.33,"4,00",25,NA,0,NA,NA,NA,0.57581574,0,99.42419,0,"",NA,0.57581574,0,0,8471739,776
"Cyprus",2010,"CYP",0,14.74,55.44,0.750469,0,0,NA,NA,0,45.78,"3,00",25,NA,0,NA,NA,NA,1.500938,0,98.49906,0,"",NA,1.500938,0.18761726,0.5628518,8102698.5,735
"Cyprus",2011,"CYP",0,14.74,55.44,1.0162601,0,0,NA,NA,0,43.38,"4,00",14.79,NA,0,NA,NA,NA,3.4552846,0,96.544716,0,"",NA,3.4552846,0.20325203,2.2357724,7789403,759
"Cyprus",2012,"CYP",0,14.74,55.44,1.0593221,0,0,NA,NA,0,33.42,"4,00",0,NA,0,NA,NA,NA,5.508475,0,94.49153,0,"",NA,5.508475,0.42372882,4.025424,7264032,757
"Cyprus",2013,"CYP",0,14.74,55.44,1.1655011,0,0,NA,NA,0,3.97,"2,00",83.33,NA,0,NA,NA,NA,7.692308,0,92.30769,0,"",NA,7.692308,1.1655011,5.361305,6583978,666
"Cyprus",2014,"CYP",0,14.74,55.44,1.1520737,0,0,NA,NA,0,0,"1,00",72.99,NA,0,NA,NA,NA,7.142857,0,92.85715,0,"",NA,7.142857,1.8433179,4.147465,6952145,682
"Cyprus",2015,"CYP",0,14.74,55.44,1.1013216,0,0,NA,NA,0,0,"1,00",75,NA,0,NA,NA,NA,8.810573,0,91.18943,0,"",NA,8.810573,2.8634362,4.845815,6972964,670
"Cyprus",2016,"CYP",0,14.74,55.44,1.0224949,0,0,NA,NA,0,0,"1,00",68.67,NA,0,NA,NA,NA,8.793456,0,91.20654,0,"",NA,8.793456,3.0674849,4.7034764,7375415,679
"Cyprus",2017,"CYP",0,14.74,55.44,1,0,0,NA,NA,0,0,"1,00",66.67,NA,0,NA,NA,NA,8.6,0,91.40001,0,"",NA,8.6,3.4,4.2,7525365,661
"Cyprus",2018,"CYP",0,14.74,55.44,1.1857708,0,0,NA,NA,0,0,"1,00",52.69,NA,0,NA,NA,NA,9.486166,0,90.51383,0,"",NA,9.486166,3.9525692,4.347826,7342546,664
"Cyprus",2019,"CYP",0,14.74,55.44,1.1650485,0,0,NA,NA,0,0,"1,00",45.8,NA,0,NA,NA,NA,10.097087,0,89.90291,0,"",NA,10.097087,4.2718444,4.660194,7343176,642
"Cyprus",2020,"CYP",0,14.74,55.44,1.2371135,0,0,NA,NA,0,0,"1,00",72.45,NA,0,NA,NA,NA,12.371135,0,87.62887,0,"",NA,12.371135,6.1855674,4.948454,7269578,623
"Cyprus",2021,"CYP",0,14.74,55.44,1.171875,0,0,28407.87,31551.8,NA,NA,"",NA,896,0,9213,35.126413,33.429859,15.234375,0,84.765625,0,"1,84",904705,15.234375,9.1796875,4.8828125,7600422,605
"Cyprus",2022,"CYP",0,14.74,55.44,1.1131725,0,0,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,16.697588,0,83.30241,0,"",NA,16.697588,11.502783,4.0816326,NA,NA
"Czechia",1990,"CZE",11.32,29.07,44.69,0,75.50987,0.6102457,NA,NA,14.29,0,"1,00",47.62,NA,1.8628553,NA,NA,NA,22.081259,20.218403,1.7986189,0,"",NA,1.8628553,0,0,164210750,771
"Czechia",1991,"CZE",11.32,29.07,44.69,0,75.621895,0.63018245,NA,NA,14.29,0,"1,00",47.62,NA,1.8076285,NA,NA,NA,21.923716,20.116087,1.8242123,0,"",NA,1.8076285,0,0,148879300,766
"Czechia",1992,"CZE",11.32,29.07,44.69,0,74.36071,0.64352244,NA,NA,17.65,0,"1,00",63.2,NA,2.3708723,NA,NA,NA,23.116003,20.745132,1.8797629,0,"",NA,2.3708723,0,0,145710620,764
"Czechia",1993,"CZE",11.32,29.07,44.69,0.27271178,73.751495,0.68177944,NA,NA,21.05,0,"1,00",78.95,NA,2.3350947,NA,NA,NA,24.134993,21.527187,1.4317368,0,"",NA,2.6078064,0,0,140129090,755
"Czechia",1994,"CZE",11.32,29.07,44.69,0.5479452,72.328766,0.6678082,NA,NA,16.02,0,"1,00",78.95,NA,2.5,NA,NA,NA,25.27397,22.226027,1.729452,0,"",NA,3.047945,0,0,132673280,764
"Czechia",1995,"CZE",11.32,29.07,44.69,0.676791,73.192474,0.7923407,NA,NA,15.79,0,"1,00",78.95,NA,3.3014195,NA,NA,NA,24.166391,20.18818,1.8487949,0,"",NA,3.9782107,0,0,131627140,772
"Czechia",1996,"CZE",11.32,29.07,44.69,0.45433182,71.17342,1.6293279,NA,NA,19.82,0,"1,00",77.22,NA,3.086323,NA,NA,NA,23.672255,20.1316,3.5249882,0,"",NA,3.5406547,0,0,135004350,778
"Czechia",1997,"CZE",11.32,29.07,44.69,0.763121,71.21944,1.7909983,NA,NA,25,0,"1,00",74.08,NA,2.6475627,NA,NA,NA,22.862482,19.4518,4.1270833,0,"",NA,3.4106836,0,0,130834170,727
"Czechia",1998,"CZE",11.32,29.07,44.69,0.9130299,70.11761,1.9962859,NA,NA,11.66,35.04,"3,00",27.99,NA,2.1665118,NA,NA,NA,23.475702,20.396162,4.410399,0,"",NA,3.079542,0,0,125427260,719
"Czechia",1999,"CZE",11.32,29.07,44.69,1.0596852,68.80162,2.6959639,NA,NA,0,94.58,"4,00",0,NA,2.6180458,NA,NA,NA,24.497427,20.819698,4.004987,0,"",NA,3.6777308,0,0,116569944,669
"Czechia",2000,"CZE",11.32,29.07,44.69,0.7133059,72.3594,2.3182442,NA,NA,0,94.12,"4,00",0,NA,2.414266,NA,NA,NA,21.769547,18.641975,3.552812,0,"",NA,3.127572,0,0,127155960,683
"Czechia",2001,"CZE",11.32,29.07,44.69,0.70061976,70.85691,2.128806,NA,NA,0,94.12,"4,00",0,NA,2.7620587,NA,NA,NA,23.336027,19.873348,3.678254,0,"",NA,3.4626784,0,0,127030020,683
"Czechia",2002,"CZE",11.32,29.07,44.69,0.65789473,65.67105,2.118421,NA,NA,8.22,80.42,"4,00",8.22,NA,3.2763157,NA,NA,NA,28.592106,24.657894,3.618421,0,"",NA,3.9342105,0,0,123946890,665
"Czechia",2003,"CZE",11.32,29.07,44.69,0.5918589,61.32383,1.908443,NA,NA,17.65,59.66,"3,00",17.65,NA,1.666868,NA,NA,NA,33.506462,31.247734,3.2612634,0,"",NA,2.2587268,0,0,127478650,600
"Czechia",2004,"CZE",11.32,29.07,44.69,0.8473565,60.042965,1.8379282,NA,NA,17.25,58.57,"3,00",17.25,NA,2.4107888,NA,NA,NA,34.69388,31.423798,3.4252298,0,"",NA,3.2700799,0,0.011934598,128247530,583
"Czechia",2005,"CZE",11.32,29.07,44.69,0.8910045,60.44184,1.7942146,NA,NA,16.67,52.24,"3,00",12.85,NA,2.904919,NA,NA,NA,34.00464,30.184303,3.7593067,0,"",NA,3.8203344,0,0.024411082,125688560,611
"Czechia",2006,"CZE",11.32,29.07,44.69,1.0996891,59.347355,1.8766434,NA,NA,11.89,27.75,"3,00",27.49,NA,3.0480516,NA,NA,NA,35.345444,31.137938,3.430552,0,"",NA,4.207506,0,0.059765715,126566100,606
"Czechia",2007,"CZE",11.32,29.07,44.69,1.3672099,61.28518,1.5608978,NA,NA,21.74,16.3,"2,00",50.22,NA,2.3812237,NA,NA,NA,33.713116,29.816566,3.4408114,0,"",NA,3.896548,0,0.1481144,128369900,609
"Czechia",2008,"CZE",11.32,29.07,44.69,1.7411144,58.56148,1.2247839,NA,NA,22.22,16.67,"2,00",50,NA,2.4255524,NA,NA,NA,36.347263,31.880404,3.8664746,0,"",NA,4.466859,0.012007685,0.28818443,122912260,597
"Czechia",2009,"CZE",11.32,29.07,44.69,2.266046,56.271435,1.200392,NA,NA,7.73,5.8,"2,00",17.4,NA,2.9764822,NA,NA,NA,39.037235,33.32925,3.4909358,0,"",NA,5.7079864,0.11024008,0.35521802,115013224,567
"Czechia",2010,"CZE",11.32,29.07,44.69,2.5340219,55.02112,1.6189582,NA,NA,0,0,"1,00",43.98,NA,3.2731113,NA,NA,NA,39.78179,32.84843,3.5781324,0,"",NA,6.933365,0.72735804,0.39887378,117482140,555
"Czechia",2011,"CZE",11.32,29.07,44.69,3.115265,53.859467,1.6268605,NA,NA,0,0,"1,00",88.68,NA,2.2614515,NA,NA,NA,40.98304,32.629517,3.5306334,0,"",NA,8.353525,2.5152879,0.46152073,115185840,546
"Czechia",2012,"CZE",11.32,29.07,44.69,3.8910055,50.779354,1.7203556,NA,NA,0,0,"1,00",81.95,NA,2.4593005,NA,NA,NA,44.325134,35.007504,3.175153,0,"",NA,9.317631,2.4823925,0.48493245,111280680,509
"Czechia",2013,"CZE",11.32,29.07,44.69,4.724226,47.847336,2.373749,NA,NA,3.2,0,"1,00",37.11,NA,3.1766348,NA,NA,NA,46.60228,35.780777,3.1766348,0,"",NA,10.821503,2.362113,0.5585292,106711390,477
"Czechia",2014,"CZE",11.32,29.07,44.69,5.481708,47.91201,2.1409245,NA,NA,16.8,43.45,"3,00",32.59,NA,2.2467945,NA,NA,NA,46.465122,35.678154,3.4819431,0,"",NA,10.786966,2.493824,0.56463945,104228850,480
"Czechia",2015,"CZE",11.32,29.07,44.69,5.8046536,49.854584,2.7629666,NA,NA,17.65,47.06,"3,00",35.29,NA,2.169171,NA,NA,NA,43.928745,32.525448,3.4537084,0,"",NA,11.403296,2.7387302,0.69074166,104995650,492
"Czechia",2016,"CZE",11.32,29.07,44.69,5.8041706,51.176685,4.548226,NA,NA,17.65,47.06,"3,00",35.29,NA,2.438727,NA,NA,NA,40.836487,29.38666,3.438605,0,"",NA,11.449823,2.5972443,0.6096817,106655710,501
"Czechia",2017,"CZE",11.32,29.07,44.69,5.793891,48.30963,4.3133597,NA,NA,16.73,44.61,"3,00",38.66,NA,2.1799953,NA,NA,NA,44.264397,33.038006,3.1126137,0,"",NA,11.226394,2.5647004,0.687806,107747750,472
"Czechia",2018,"CZE",11.32,29.07,44.69,5.5606723,47.43265,4.3403177,NA,NA,0,17.17,"2,00",82.83,NA,1.876583,NA,NA,NA,45.302784,34.446236,2.9242458,0,"",NA,10.856551,2.7170157,0.7022795,106337976,464
"Czechia",2019,"CZE",11.32,29.07,44.69,5.864522,43.52338,6.7739305,NA,NA,0,33.33,"2,00",66.67,NA,2.3434768,NA,NA,NA,47.021107,35.26874,2.6815903,0,"",NA,11.752361,2.7282267,0.8161362,101012960,431
"Czechia",2020,"CZE",11.32,29.07,44.69,6.500312,38.67748,8.571428,NA,NA,0,33.33,"2,00",66.67,NA,2.6699939,NA,NA,NA,50.442917,37.479725,2.3081722,0,"",NA,12.963194,2.9195256,0.8733624,91853880,389
"Czechia",2021,"CZE",11.32,29.07,44.69,6.4254146,40.821686,8.730443,281777.89,26821.2,NA,NA,"",NA,889,2.8782995,77212,49.817492,15.472962,49.492413,36.7013,0.955452,0,"2,16",10516707,12.791114,2.7708108,0.71658903,97138330,397
"Czechia",2022,"CZE",11.32,29.07,44.69,6.2389846,43.437904,7.813418,NA,NA,NA,NA,"",NA,NA,2.3851485,NA,NA,NA,48.748676,36.4117,0,0,"",NA,12.336976,2.9491246,0.76371753,NA,NA
"Denmark",1990,"DNK",2.08,34.98,62.95,0.7313318,90.68514,2.6558893,NA,NA,0,0,"1,00",100,NA,0.11547344,NA,NA,NA,3.1947656,0,3.4642034,0,"",NA,3.1947656,0,2.34796,53584856,686
"Denmark",1991,"DNK",2.08,34.98,62.95,0.79365075,91.516136,2.2714832,NA,NA,0,0,"1,00",100,NA,0.08210181,NA,NA,NA,2.9009302,0,3.3114395,0,"",NA,2.9009302,0,2.025178,64200052,707
"Denmark",1992,"DNK",2.08,34.98,62.95,1.3333334,87.6748,3.5121953,NA,NA,0,0,"1,00",100,NA,0.09756097,NA,NA,NA,4.4227643,0,4.390244,0,"",NA,4.4227643,0,2.99187,58390816,677
"Denmark",1993,"DNK",2.08,34.98,62.95,1.6185992,86.31548,4.679223,NA,NA,23.36,58.39,"3,00",18.25,NA,0.08828723,NA,NA,NA,4.738081,0,4.267216,0,"",NA,4.738081,0,3.031195,60637230,643
"Denmark",1994,"DNK",2.08,34.98,62.95,1.4046328,82.035484,5.618531,NA,NA,21.1,65.75,"3,00",13.15,NA,0.07392804,NA,NA,NA,4.2878265,0,8.058156,0,"",NA,4.2878265,0,2.8092656,64698110,643
"Denmark",1995,"DNK",2.08,34.98,62.95,1.7691888,74.46924,9.8802395,NA,NA,10,75,"4,00",15,NA,0.08165487,NA,NA,NA,5.0626016,0,10.587914,0,"",NA,5.0626016,0,3.211758,61614372,618
"Denmark",1996,"DNK",2.08,34.98,62.95,1.5496639,74.06646,10.604929,NA,NA,9.95,75.02,"4,00",15.03,NA,0.037341297,NA,NA,NA,3.883495,0,11.445108,0,"",NA,3.883495,0,2.29649,74868584,638
"Denmark",1997,"DNK",2.08,34.98,62.95,2.213189,64.95032,15.311653,NA,NA,0,79.16,"4,00",20.84,NA,0.04516712,NA,NA,NA,6.6169825,0,13.121048,0,"",NA,6.6169825,0,4.358627,65468796,587
"Denmark",1998,"DNK",2.08,34.98,62.95,2.6290166,57.57059,19.790651,NA,NA,0,80,"4,00",20,NA,0.07302824,NA,NA,NA,9.566698,0,13.072054,0,"",NA,9.566698,0,6.864654,61237956,550
"Denmark",1999,"DNK",2.08,34.98,62.95,3.394189,51.632812,23.296478,NA,NA,0,80,"4,00",20,NA,0.07714065,NA,NA,NA,11.262535,0,13.808177,0,"",NA,11.262535,0,7.791206,58652424,518
"Denmark",2000,"DNK",2.08,34.98,62.95,3.6111112,46.305557,24.361113,NA,NA,0,80,"4,00",20,NA,0.083333336,NA,NA,NA,15.472222,0,13.861111,0,"",NA,15.472222,0,11.777777,54306120,488
"Denmark",2001,"DNK",2.08,34.98,62.95,4.003181,47.24284,24.575823,NA,NA,0,72.33,"4,00",27.67,NA,0.0795334,NA,NA,NA,15.509013,0,12.672323,0,"",NA,15.509013,0,11.426299,55896360,480
"Denmark",2002,"DNK",2.08,34.98,62.95,4.786151,46.486763,24.414461,NA,NA,0,0,"1,00",100,NA,0.07637475,NA,NA,NA,17.286152,0,11.812628,0,"",NA,17.286152,0,12.423626,55553624,471
"Denmark",2003,"DNK",2.08,34.98,62.95,5.394281,54.831024,21.143848,NA,NA,0,0,"1,00",100,NA,0.043327555,NA,NA,NA,17.48267,0,6.542461,0,"",NA,17.48267,0,12.045061,60645144,497
"Denmark",2004,"DNK",2.08,34.98,62.95,7.1994066,46.190006,24.591785,NA,NA,0,0,"1,00",100,NA,0.07422069,NA,NA,NA,23.5527,0,5.6655126,0,"",NA,23.5527,0,16.27907,55099644,431
"Denmark",2005,"DNK",2.08,34.98,62.95,8.749655,42.671818,24.23406,NA,NA,0,0,"1,00",100,NA,0.05520287,NA,NA,NA,27.049406,0,6.0447145,0,"",NA,27.049406,0,18.244549,51534636,397
"Denmark",2006,"DNK",2.08,34.98,62.95,6.73098,53.869766,20.609514,NA,NA,0,0,"1,00",100,NA,0.04385003,NA,NA,NA,20.171015,0,5.349704,0,"",NA,20.171015,0,13.396185,59487504,481
"Denmark",2007,"DNK",2.08,34.98,62.95,7.886034,50.59781,17.908928,NA,NA,0,0,"1,00",100,NA,0.07631645,NA,NA,NA,26.201982,0,5.291274,0,"",NA,26.201982,0,18.239634,54709150,448
"Denmark",2008,"DNK",2.08,34.98,62.95,8.57455,47.678864,19.333698,NA,NA,0,0,"1,00",100,NA,0.08192245,NA,NA,NA,27.580559,0,5.406882,0,"",NA,27.580559,0,18.924086,51256210,420
"Denmark",2009,"DNK",2.08,34.98,62.95,9.125893,48.625618,18.33425,NA,NA,0,0,"1,00",100,NA,0.05497526,NA,NA,NA,27.652557,0,5.3875756,0,"",NA,27.652557,0,18.471687,48851236,420
"Denmark",2010,"DNK",2.08,34.98,62.95,11.808593,43.761257,20.349884,NA,NA,0,0,"1,00",100,NA,0.051453564,NA,NA,NA,31.97839,0,3.910471,0,"",NA,31.97839,0.025726782,20.092617,49203676,375
"Denmark",2011,"DNK",2.08,34.98,62.95,12.407722,39.693356,16.581488,NA,NA,0,18.23,"2,00",81.77,NA,0.056785915,NA,NA,NA,40.232822,0,3.492334,0,"",NA,40.232822,0.028392958,27.739922,44248110,337
"Denmark",2012,"DNK",2.08,34.98,62.95,14.495112,34.332245,13.648208,NA,NA,0,73.91,"4,00",26.09,NA,0.06514658,NA,NA,NA,48.33876,0,3.6807816,0,"",NA,48.33876,0.3257329,33.452766,39870932,285
"Denmark",2013,"DNK",2.08,34.98,62.95,12.406447,41.134136,9.844559,NA,NA,0,73.44,"4,00",26.56,NA,0.02878526,NA,NA,NA,45.941277,0,3.080023,0,"",NA,45.941277,1.4968336,32.00921,41772984,319
"Denmark",2014,"DNK",2.08,34.98,62.95,13.327121,34.358498,6.523765,NA,NA,0,67.36,"4,00",32.64,NA,0.0621311,NA,NA,NA,55.886925,0,3.230817,0,"",NA,55.886925,1.8639331,40.63374,37577748,275
"Denmark",2015,"DNK",2.08,34.98,62.95,14.448668,24.576565,6.291047,NA,NA,0,34.14,"3,00",65.86,NA,0.06913239,NA,NA,NA,65.43381,0,3.6985831,0,"",NA,65.43381,2.0739717,48.842033,35227976,197
"Denmark",2016,"DNK",2.08,34.98,62.95,15.875614,29.03437,7.397709,NA,NA,0,0,"1,00",100,NA,0.06546645,NA,NA,NA,60.1964,0,3.3715222,0,"",NA,60.1964,2.4222586,41.83306,37033260,228
"Denmark",2017,"DNK",2.08,34.98,62.95,20.141798,20.01289,6.509829,NA,NA,0,0,"1,00",100,NA,0.06445375,NA,NA,NA,70.25459,0,3.2226877,0,"",NA,70.25459,2.4170158,47.631325,34780268,175
"Denmark",2018,"DNK",2.08,34.98,62.95,19.400526,21.640316,6.8181815,NA,NA,0,0,"1,00",100,NA,0.032938074,NA,NA,NA,68.346504,0,3.1949933,0,"",NA,68.346504,3.1291173,45.783924,34724976,187
"Denmark",2019,"DNK",2.08,34.98,62.95,20.128769,11.2165365,7.1162314,NA,NA,0,51.51,"3,00",48.49,NA,0.06777363,NA,NA,NA,78.17689,0,3.4903421,0,"",NA,78.17689,3.2531345,54.72721,30955444,114
"Denmark",2020,"DNK",2.08,34.98,62.95,20.605639,10.6508875,4.107205,NA,NA,0,100,"5,00",0,NA,0.06961364,NA,NA,NA,81.622,0,3.6199095,0,"",NA,81.622,4.107205,56.839542,28282028,112
"Denmark",2021,"DNK",2.08,34.98,62.95,26.376284,13.21839,4.658197,398303.27,68007.8,NA,NA,"",NA,948,0.060496066,41987,56.26392,9.501785,78.947365,0,3.1760433,0,"2,39",5873420,78.947365,3.9624922,48.548088,29576956,123
"Denmark",2022,"DNK",2.08,34.98,62.95,23.097038,10.517141,2.9924464,NA,NA,NA,NA,"",NA,NA,0.058105756,NA,NA,NA,83.962814,0,2.5276003,0,"",NA,83.962814,5.7815228,55.02615,NA,NA
"Estonia",1990,"EST",10.07,22.65,62.16,0,0,5.587893,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,0,0,94.4121,0,"",NA,0,0,0,36922216,1007
"Estonia",1991,"EST",10.07,22.65,62.16,0,0,6.630212,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,0,0,93.36979,0,"",NA,0,0,0,34138628,978
"Estonia",1992,"EST",10.07,22.65,62.16,0,0,2.4513948,NA,NA,0,21.43,"2,00",50,NA,0,NA,NA,NA,0,0,97.54861,0,"",NA,0,0,0,24422898,1000
